row_id,sentence,label,type,location,computed_location,location_matches,ambiguous_lemma,cue_start_lemma,cue_end_lemma,lemma_split,morphological_parsing,amb_char_start,amb_char_end,cue_char_start,cue_char_end,amb_tok_start,amb_tok_end,cue_tok_start,cue_tok_end,cue_length_tokens,ambiguity_length_tokens,cue_relative_position,token_distance,overlap,matched_ambiguous,matched_cue,amb_token_text,cue_token_text,n_tokens,tokens_json
63,"Ali'ye dedim zaten sen baban gibi olma diye, duyduysa ne ala.",negation,syntactic,before,before,True,olma,sen,gibi,ol-ma,ol-NEG.IMP.2SG,34,38,19,33,10,10,6,9,4,1,-4,4,False,olma,sen baban gibi,▁olma,▁sen ▁bab an ▁gibi,19,"[""Ali"", ""'"", ""ye"", ""▁de"", ""dim"", ""▁zaten"", ""▁sen"", ""▁bab"", ""an"", ""▁gibi"", ""▁olma"", ""▁diye"", "","", ""▁duy"", ""du"", ""ysa"", ""▁ne"", ""▁ala"", "".""]"
64,Artık sana da 'Karını aldatma!' dememiz gerekiyorsa biz ölelim.,negation,syntactic,before,before,True,aldatma,Karını,Karını,aldat-ma,aldat-NEG.IMP.2SG,22,29,15,21,7,9,5,6,2,3,-2,2,False,aldatma,Karını,▁ald at ma,Kar ını,22,"[""Art"", ""ık"", ""▁sana"", ""▁da"", ""▁'"", ""Kar"", ""ını"", ""▁ald"", ""at"", ""ma"", ""!'"", ""▁de"", ""mem"", ""iz"", ""▁gere"", ""kiy"", ""orsa"", ""▁biz"", ""▁ö"", ""le"", ""lim"", "".""]"
66,"Bakan'ın yaptığı açıklamada en öne çıkan nokta, eğitimcilere verilen emirdi: Kopyaya müsamaha gösterme.",negation,syntactic,before,before,True,gösterme,eğitimcilere,müsamaha,göster-me,göster-NEG.IMP.2SG,94,102,48,93,26,27,13,25,13,2,-13,13,False,gösterme,eğitimcilere verilen emirdi: Kopyaya müsamaha,▁göster me,▁eğitim cil ere ▁ver ilen ▁emir di : ▁K opy aya ▁müs amaha,29,"[""B"", ""akan"", ""'"", ""ın"", ""▁yaptığı"", ""▁açıklama"", ""da"", ""▁en"", ""▁öne"", ""▁çıkan"", ""▁nok"", ""ta"", "","", ""▁eğitim"", ""cil"", ""ere"", ""▁ver"", ""ilen"", ""▁emir"", ""di"", "":"", ""▁K"", ""opy"", ""aya"", ""▁müs"", ""amaha"", ""▁göster"", ""me"", "".""]"
67,AB'den Google'a çok sert çıkış: Arama verilerini sunucularında saklama.,negation,syntactic,before,before,True,saklama,çok,sunucularında,sakla-ma,sakla-NEG.IMP.2SG,63,70,16,62,19,20,6,18,13,2,-13,13,False,saklama,çok sert çıkış: Arama verilerini sunucularında,▁sak lama,▁çok ▁sert ▁çık ış : ▁Ara ma ▁ver ilerini ▁sun uc ular ında,22,"[""AB"", ""'"", ""den"", ""▁Google"", ""'"", ""a"", ""▁çok"", ""▁sert"", ""▁çık"", ""ış"", "":"", ""▁Ara"", ""ma"", ""▁ver"", ""ilerini"", ""▁sun"", ""uc"", ""ular"", ""ında"", ""▁sak"", ""lama"", "".""]"
68,"Yaptığın yanlışı benim karşıma geçip de savunma artık, kendini küçük düşürüyorsun.",negation,syntactic,before,before,True,savunma,Yaptığın,de,savun-ma,savun-NEG.IMP.2SG,40,47,0,39,12,14,0,11,12,3,-12,12,False,savunma,Yaptığın yanlışı benim karşıma geçip de,▁sav un ma,Y apt ığın ▁yan lı şı ▁benim ▁karşı ma ▁geç ip ▁de,25,"[""Y"", ""apt"", ""ığın"", ""▁yan"", ""lı"", ""şı"", ""▁benim"", ""▁karşı"", ""ma"", ""▁geç"", ""ip"", ""▁de"", ""▁sav"", ""un"", ""ma"", ""▁artık"", "","", ""▁kendini"", ""▁küçük"", ""▁düş"", ""ür"", ""üy"", ""ors"", ""un"", "".""]"
69,Migrenini tetiklemek istemiyorsan tavandaki beyaz ışığı yakma.,negation,syntactic,before,before,True,yakma,tavandaki,ışığı,yak-ma,yak-NEG.IMP.2SG,56,61,34,55,17,18,11,16,6,2,-6,6,False,yakma,tavandaki beyaz ışığı,▁yak ma,▁tav and aki ▁beyaz ▁ış ığı,20,"[""Mig"", ""ren"", ""ini"", ""▁te"", ""tik"", ""lemek"", ""▁is"", ""tem"", ""iy"", ""ors"", ""an"", ""▁tav"", ""and"", ""aki"", ""▁beyaz"", ""▁ış"", ""ığı"", ""▁yak"", ""ma"", "".""]"
70,Ali'nin niyeti zaten okula gitme olsaydı hali tavrı baştan bambaşka olurdu.,nominalizer,syntactic,before,before,True,gitme,Ali'nin,zaten,git-me,git-NMLZ,27,32,0,20,8,9,0,5,6,2,-8,8,False,gitme,Ali'nin niyeti zaten,▁git me,Ali ' nin ▁ni yeti ▁zaten,24,"[""Ali"", ""'"", ""nin"", ""▁ni"", ""yeti"", ""▁zaten"", ""▁oku"", ""la"", ""▁git"", ""me"", ""▁ols"", ""ay"", ""dı"", ""▁hali"", ""▁tav"", ""rı"", ""▁baş"", ""tan"", ""▁bamb"", ""aş"", ""ka"", ""▁olur"", ""du"", "".""]"
71,Akif'in niyetinin karısını aldatma olduğunu hiçbirimiz bilmiyorduk.,nominalizer,syntactic,before,before,True,aldatma,Akif'in,karısını,aldat-ma,aldat-NMLZ,27,34,0,26,9,11,0,8,9,3,-9,9,False,aldatma,Akif'in niyetinin karısını,▁ald at ma,Ak if ' in ▁ni yet inin ▁kar ısını,22,"[""Ak"", ""if"", ""'"", ""in"", ""▁ni"", ""yet"", ""inin"", ""▁kar"", ""ısını"", ""▁ald"", ""at"", ""ma"", ""▁olduğunu"", ""▁hiç"", ""bi"", ""rim"", ""iz"", ""▁bil"", ""miy"", ""ord"", ""uk"", "".""]"
72,Bizim şirketin çalışanlarının hiç de öyle ofiste bulunma gibi arzuları yok.,nominalizer,syntactic,before,before,True,bulunma,Bizim,ofiste,bulun-ma,bulun-NMLZ,49,56,0,48,11,12,0,10,11,2,-11,11,False,bulunma,Bizim şirketin çalışanlarının hiç de öyle ofiste,▁bulun ma,Biz im ▁şirket in ▁çalışan larının ▁hiç ▁de ▁öyle ▁of iste,19,"[""Biz"", ""im"", ""▁şirket"", ""in"", ""▁çalışan"", ""larının"", ""▁hiç"", ""▁de"", ""▁öyle"", ""▁of"", ""iste"", ""▁bulun"", ""ma"", ""▁gibi"", ""▁ar"", ""z"", ""uları"", ""▁yok"", "".""]"
74,Çoğu zaman ergenin içgüdüsü başına gelen stresli olayları ebeveyninden saklama yönünde.,nominalizer,syntactic,before,before,True,saklama,ergenin,ebeveyninden,sakla-ma,sakla-NMLZ,71,78,11,70,21,22,4,20,17,2,-17,17,False,saklama,ergenin içgüdüsü başına gelen stresli olayları ebeveyninden,▁sak lama,▁er gen in ▁iç gü d üsü ▁başına ▁gelen ▁stres li ▁olay ları ▁e beve yn inden,26,"[""Ç"", ""o"", ""ğu"", ""▁zaman"", ""▁er"", ""gen"", ""in"", ""▁iç"", ""gü"", ""d"", ""üsü"", ""▁başına"", ""▁gelen"", ""▁stres"", ""li"", ""▁olay"", ""ları"", ""▁e"", ""beve"", ""yn"", ""inden"", ""▁sak"", ""lama"", ""▁yön"", ""ünde"", "".""]"
75,Mahkemenin bir tarafı savunma avukatı için ayrılmıştır.,nominalizer,syntactic,before,before,True,savunma,Mahkemenin,tarafı,savun-ma,savun-NMLZ,22,29,0,21,6,8,0,5,6,3,-6,6,False,savunma,Mahkemenin bir tarafı,▁sav un ma,Mah kem enin ▁bir ▁taraf ı,16,"[""Mah"", ""kem"", ""enin"", ""▁bir"", ""▁taraf"", ""ı"", ""▁sav"", ""un"", ""ma"", ""▁av"", ""ukat"", ""ı"", ""▁için"", ""▁ayr"", ""ılmıştır"", "".""]"
76,Ayşe'nin endişeli gözleri savunma avukatını aradı.,nominalizer,syntactic,before,before,True,savunma,Ayşe'nin,gözleri,savun-ma,savun-NMLZ,26,33,0,25,9,11,0,8,9,3,-9,9,False,savunma,Ayşe'nin endişeli gözleri,▁sav un ma,Ay şe ' nin ▁endi ş eli ▁göz leri,19,"[""Ay"", ""şe"", ""'"", ""nin"", ""▁endi"", ""ş"", ""eli"", ""▁göz"", ""leri"", ""▁sav"", ""un"", ""ma"", ""▁av"", ""ukat"", ""ını"", ""▁a"", ""rad"", ""ı"", "".""]"
77,Hevesli annenin çocuklar için yaptığı oyun alanının temel işlevi çocukları güvende tutma idi.,nominalizer,syntactic,before,before,True,tutma,oyun,güvende,tut-ma,tut-NMLZ,83,88,38,82,18,19,8,17,10,2,-10,10,False,tutma,oyun alanının temel işlevi çocukları güvende,▁tut ma,▁oyun ▁alan ının ▁temel ▁iş levi ▁çocuk ları ▁gü vende,22,"[""He"", ""ves"", ""li"", ""▁annen"", ""in"", ""▁çocuklar"", ""▁için"", ""▁yaptığı"", ""▁oyun"", ""▁alan"", ""ının"", ""▁temel"", ""▁iş"", ""levi"", ""▁çocuk"", ""ları"", ""▁gü"", ""vende"", ""▁tut"", ""ma"", ""▁idi"", "".""]"
78,"Bilseydim senin isteğinin bu kitabı bu kadar hızlı yazma yönünde olduğunu, her şey farklı olurdu.",nominalizer,syntactic,before,before,True,yazma,senin,hızlı,yaz-ma,yaz-NMLZ,51,56,10,50,12,13,3,11,9,2,-9,9,False,yazma,senin isteğinin bu kitabı bu kadar hızlı,▁yaz ma,▁senin ▁iste ğ inin ▁bu ▁kitabı ▁bu ▁kadar ▁hızlı,24,"[""Bil"", ""sey"", ""dim"", ""▁senin"", ""▁iste"", ""ğ"", ""inin"", ""▁bu"", ""▁kitabı"", ""▁bu"", ""▁kadar"", ""▁hızlı"", ""▁yaz"", ""ma"", ""▁yön"", ""ünde"", ""▁olduğunu"", "","", ""▁her"", ""▁şey"", ""▁farklı"", ""▁olur"", ""du"", "".""]"
79,"Senin gözlerin deli deli bakıyor, belli ki yapacağın şeyin amacı kalp kırma olacak.",nominalizer,syntactic,before,before,True,kırma,yapacağın,kalp,kır-ma,kır-NMLZ,70,75,43,69,19,20,11,18,8,2,-8,8,False,kırma,yapacağın şeyin amacı kalp,▁kır ma,▁yap acağ ın ▁şey in ▁amac ı ▁kalp,23,"[""Sen"", ""in"", ""▁göz"", ""lerin"", ""▁deli"", ""▁deli"", ""▁bak"", ""ıyor"", "","", ""▁belli"", ""▁ki"", ""▁yap"", ""acağ"", ""ın"", ""▁şey"", ""in"", ""▁amac"", ""ı"", ""▁kalp"", ""▁kır"", ""ma"", ""▁olacak"", "".""]"
80,"İstemeyesin benden gözleme falan, işim başımdan aşkın.",nominalizer,syntactic,before,before,True,gözleme,İstemeyesin,benden,gözle-me,gözle-NMLZ,19,26,0,18,7,8,0,6,7,2,-7,7,False,gözleme,İstemeyesin benden,▁göz leme,İ ste me yes in ▁b enden,20,"[""İ"", ""ste"", ""me"", ""yes"", ""in"", ""▁b"", ""enden"", ""▁göz"", ""leme"", ""▁f"", ""alan"", "","", ""▁iş"", ""im"", ""▁baş"", ""ı"", ""mdan"", ""▁aşk"", ""ın"", "".""]"
81,Etütte öğrencilerin en sıkıldığı aktivite soru çözme oldu.,nominalizer,syntactic,before,before,True,çözme,öğrencilerin,soru,çöz-me,çöz-NMLZ,47,52,7,46,11,12,2,10,9,2,-9,9,False,çözme,öğrencilerin en sıkıldığı aktivite soru,▁çöz me,▁öğren cil erin ▁en ▁sık ıldığı ▁aktiv ite ▁soru,15,"[""Et"", ""ütte"", ""▁öğren"", ""cil"", ""erin"", ""▁en"", ""▁sık"", ""ıldığı"", ""▁aktiv"", ""ite"", ""▁soru"", ""▁çöz"", ""me"", ""▁oldu"", "".""]"
82,Mezranın merkeze en uzak yerinde yaşayan öğrencilerin bile motivasyonu zengin olma etrafında şekilleniyor.,nominalizer,syntactic,before,before,True,olma,öğrencilerin,zengin,ol-ma,ol-NMLZ,78,82,41,77,20,20,11,19,9,1,-9,9,False,olma,öğrencilerin bile motivasyonu zengin,▁olma,▁öğren cil erin ▁bile ▁mo tivas yon u ▁zengin,29,"[""Mez"", ""ran"", ""ın"", ""▁merke"", ""ze"", ""▁en"", ""▁uzak"", ""▁yer"", ""inde"", ""▁yaş"", ""ayan"", ""▁öğren"", ""cil"", ""erin"", ""▁bile"", ""▁mo"", ""tivas"", ""yon"", ""u"", ""▁zengin"", ""▁olma"", ""▁et"", ""raf"", ""ında"", ""▁şek"", ""ill"", ""eni"", ""yor"", "".""]"
83,Leonardo'nun çocukluğundan beri en göze çarpan yeteneği heykel yapma idi.,nominalizer,syntactic,before,before,True,yapma,en,heykel,yap-ma,yap-NMLZ,63,68,32,62,18,19,8,17,10,2,-10,10,False,yapma,en göze çarpan yeteneği heykel,▁yap ma,▁en ▁gö ze ▁çar pan ▁yet ene ği ▁hey kel,22,"[""Leonardo"", ""'"", ""nun"", ""▁çocuk"", ""lu"", ""ğ"", ""undan"", ""▁beri"", ""▁en"", ""▁gö"", ""ze"", ""▁çar"", ""pan"", ""▁yet"", ""ene"", ""ği"", ""▁hey"", ""kel"", ""▁yap"", ""ma"", ""▁idi"", "".""]"
85,Kalp kırma diye sitem etti arkadaşına Leyla.,negation,semantic,after,after,True,kırma,diye,etti,kır-ma,kır-NEG.IMP.2SG,5,10,11,26,2,3,4,7,4,2,2,2,False,kırma,diye sitem etti,▁kır ma,▁diye ▁s item ▁etti,13,"[""Kal"", ""p"", ""▁kır"", ""ma"", ""▁diye"", ""▁s"", ""item"", ""▁etti"", ""▁arkadaş"", ""ına"", ""▁Ley"", ""la"", "".""]"
92,Rüyama giren ak sakallı dede bana bir sürü şey söyledi ama zengin olma diye uyarması en çok aklımda kalan şey oldu.,negation,semantic,after,after,True,olma,diye,uyarması,ol-ma,ol-NEG.IMP.2SG,66,70,71,84,17,17,18,20,3,1,1,1,False,olma,diye uyarması,▁olma,▁diye ▁uyar ması,31,"[""Rü"", ""yama"", ""▁g"", ""iren"", ""▁ak"", ""▁sak"", ""all"", ""ı"", ""▁de"", ""de"", ""▁bana"", ""▁bir"", ""▁sürü"", ""▁şey"", ""▁söyledi"", ""▁ama"", ""▁zengin"", ""▁olma"", ""▁diye"", ""▁uyar"", ""ması"", ""▁en"", ""▁çok"", ""▁ak"", ""lı"", ""m"", ""da"", ""▁kalan"", ""▁şey"", ""▁oldu"", "".""]"
99,Araştırma ARGE'nin anlamında geçiyor diye biliyorum.,nominalizer,semantic,after,after,True,araştırma,ARGE'nin,geçiyor,araştır-ma,araştır-NMLZ,0,9,10,36,0,2,3,10,8,3,3,3,False,Araştırma,ARGE'nin anlamında geçiyor,Ara ştır ma,▁AR GE ' nin ▁anlam ında ▁geçi yor,15,"[""Ara"", ""ştır"", ""ma"", ""▁AR"", ""GE"", ""'"", ""nin"", ""▁anlam"", ""ında"", ""▁geçi"", ""yor"", ""▁diye"", ""▁bili"", ""yorum"", "".""]"
104,"Bilmiyorum ki, karar verme onun için bir öncelik mi acaba?",nominalizer,semantic,after,after,True,verme,onun,öncelik,ver-me,ver-NMLZ,21,26,27,48,5,5,6,10,5,1,1,1,False,verme,onun için bir öncelik,▁verme,▁onun ▁için ▁bir ▁önce lik,14,"[""Bil"", ""miyorum"", ""▁ki"", "","", ""▁karar"", ""▁verme"", ""▁onun"", ""▁için"", ""▁bir"", ""▁önce"", ""lik"", ""▁mi"", ""▁acaba"", ""?""]"
111,"Her şeyi düzenleme, simetri hastalığı, aşırı temizlik; bunlar da birer takıntı aslında.",nominalizer,semantic,after,after,True,düzenleme,bunlar,takıntı,düzenle-me,düzenle-NMLZ,9,18,55,78,2,3,15,21,7,2,13,13,False,düzenleme,bunlar da birer takıntı,▁düzen leme,▁bun lar ▁da ▁bir er ▁tak ıntı,24,"[""Her"", ""▁şeyi"", ""▁düzen"", ""leme"", "","", ""▁sime"", ""tri"", ""▁hastal"", ""ığı"", "","", ""▁aş"", ""ırı"", ""▁temiz"", ""lik"", "";"", ""▁bun"", ""lar"", ""▁da"", ""▁bir"", ""er"", ""▁tak"", ""ıntı"", ""▁aslında"", "".""]"
113,"Eğer esnafın öfkesini üzerine çekmek istemiyorsan sana nasihatim belli canım evladım, fiyat kırma.",negation,semantic,before,before,True,kırma,sana,fiyat,kır-ma,kır-NEG.IMP.2SG,92,97,50,91,28,29,16,27,12,2,-12,12,False,kırma,"sana nasihatim belli canım evladım, fiyat",▁kır ma,"▁sana ▁nasi hat im ▁belli ▁can ım ▁ev lad ım , ▁fiyat",31,"[""E"", ""ğer"", ""▁es"", ""naf"", ""ın"", ""▁öf"", ""kes"", ""ini"", ""▁üzerine"", ""▁çek"", ""mek"", ""▁is"", ""tem"", ""iy"", ""ors"", ""an"", ""▁sana"", ""▁nasi"", ""hat"", ""im"", ""▁belli"", ""▁can"", ""ım"", ""▁ev"", ""lad"", ""ım"", "","", ""▁fiyat"", ""▁kır"", ""ma"", "".""]"
114,"Bana bak müdür müsveddesi, Lenin hakkında ileri geri konuşma!",negation,semantic,before,before,True,konuşma,Lenin,geri,konuş-ma,konuş-NEG.IMP.2SG,53,60,27,52,14,15,9,13,5,2,-5,5,False,konuşma,Lenin hakkında ileri geri,▁konuş ma,▁Lenin ▁hakkında ▁i leri ▁geri,17,"[""B"", ""ana"", ""▁bak"", ""▁mü"", ""dür"", ""▁müs"", ""ved"", ""desi"", "","", ""▁Lenin"", ""▁hakkında"", ""▁i"", ""leri"", ""▁geri"", ""▁konuş"", ""ma"", ""!""]"
115,"İran savaşı sadece İran’a karşı değil bütün insanlığa karşı açılmış bir savaşın ilk cephesi, Türkiye'yi bu savaşa taraf ya da dahil etme.",negation,semantic,before,before,True,etme,Türkiye'yi,dahil,et-me,et-NEG.IMP.2SG,132,136,93,131,36,36,26,35,10,1,-10,10,False,etme,Türkiye'yi bu savaşa taraf ya da dahil,▁etme,▁Türkiye ' yi ▁bu ▁sava şa ▁taraf ▁ya ▁da ▁dahil,38,"[""İ"", ""ran"", ""▁sava"", ""şı"", ""▁sadece"", ""▁İ"", ""ran"", ""’"", ""a"", ""▁karşı"", ""▁değil"", ""▁bütün"", ""▁insan"", ""lı"", ""ğa"", ""▁karşı"", ""▁aç"", ""ılmış"", ""▁bir"", ""▁savaş"", ""ın"", ""▁ilk"", ""▁cep"", ""he"", ""si"", "","", ""▁Türkiye"", ""'"", ""yi"", ""▁bu"", ""▁sava"", ""şa"", ""▁taraf"", ""▁ya"", ""▁da"", ""▁dahil"", ""▁etme"", "".""]"
117,"Millet eline bayrak verdiyse o bayrağı bırakmayacaksın, döneklik yapma milletin sana en çok ihtiyacı olan şu günlerde.",negation,semantic,before,before,True,yapma,o,döneklik,yap-ma,yap-NEG.IMP.2SG,65,70,29,64,22,23,9,21,13,2,-13,13,False,yapma,"o bayrağı bırakmayacaksın, döneklik",▁yap ma,"▁o ▁bay ra ğı ▁bırak may ac aks ın , ▁dö nek lik",36,"[""M"", ""illet"", ""▁el"", ""ine"", ""▁bay"", ""rak"", ""▁ver"", ""diy"", ""se"", ""▁o"", ""▁bay"", ""ra"", ""ğı"", ""▁bırak"", ""may"", ""ac"", ""aks"", ""ın"", "","", ""▁dö"", ""nek"", ""lik"", ""▁yap"", ""ma"", ""▁mil"", ""letin"", ""▁sana"", ""▁en"", ""▁çok"", ""▁ihtiyac"", ""ı"", ""▁olan"", ""▁şu"", ""▁gün"", ""lerde"", "".""]"
118,"Ruhi Su’nun en bilinen eserlerinden biri olan bu parça, Gülcan Altan’ın yeni yorumuyla bugün dinleyiciyle buluştu, dinleme fırsatını kaçırma!",negation,semantic,before,before,True,kaçırma,dinleme,fırsatını,kaçır-ma,kaçır-NEG.IMP.2SG,133,140,115,132,37,39,32,36,5,3,-5,5,False,kaçırma,dinleme fırsatını,▁kaç ır ma,▁din leme ▁fırs at ını,41,"[""Ru"", ""hi"", ""▁Su"", ""’"", ""nun"", ""▁en"", ""▁bil"", ""inen"", ""▁eser"", ""lerinden"", ""▁biri"", ""▁olan"", ""▁bu"", ""▁parça"", "","", ""▁Gül"", ""can"", ""▁Al"", ""tan"", ""’"", ""ın"", ""▁yeni"", ""▁yorum"", ""uyla"", ""▁bugün"", ""▁din"", ""leyici"", ""yle"", ""▁bul"", ""uş"", ""tu"", "","", ""▁din"", ""leme"", ""▁fırs"", ""at"", ""ını"", ""▁kaç"", ""ır"", ""ma"", ""!""]"
119,"Halka yalan söylemek suçtur, suç işleme, sen ahlaksız bir adam değilsin.",negation,semantic,before,before,True,işleme,Halka,suç,işle-me,işle-NEG.IMP.2SG,33,39,0,32,10,11,0,9,10,2,-10,10,False,işleme,"Halka yalan söylemek suçtur, suç",▁iş leme,"Hal ka ▁y alan ▁söyle mek ▁suç tur , ▁suç",24,"[""Hal"", ""ka"", ""▁y"", ""alan"", ""▁söyle"", ""mek"", ""▁suç"", ""tur"", "","", ""▁suç"", ""▁iş"", ""leme"", "","", ""▁sen"", ""▁ah"", ""la"", ""ks"", ""ız"", ""▁bir"", ""▁adam"", ""▁değ"", ""ils"", ""in"", "".""]"
121,"Yok solucan olsam beni sever misin, yok 250 kilo olsam beni beğenir misin, adamı delirtme Emine!",negation,semantic,before,before,True,delirtme,Yok,adamı,delirt-me,delirt-NEG.IMP.2SG,81,89,36,80,27,29,10,26,17,3,-17,17,False,delirtme,"yok 250 kilo olsam beni beğenir misin, adamı",▁deli rt me,"▁yok ▁ 2 5 0 ▁kilo ▁ols am ▁beni ▁beğ en ir ▁mis in , ▁adam ı",33,"[""Yok"", ""▁solu"", ""can"", ""▁ols"", ""am"", ""▁beni"", ""▁sever"", ""▁mis"", ""in"", "","", ""▁yok"", ""▁"", ""2"", ""5"", ""0"", ""▁kilo"", ""▁ols"", ""am"", ""▁beni"", ""▁beğ"", ""en"", ""ir"", ""▁mis"", ""in"", "","", ""▁adam"", ""ı"", ""▁deli"", ""rt"", ""me"", ""▁E"", ""mine"", ""!""]"
122,"Akademisyen dediğin yazdığı kadar da okur, okuma akademisyenin en önemli işlerinden biridir.",nominalizer,semantic,before,before,True,okuma,yazdığı,okur,oku-ma,oku-NMLZ,43,48,20,41,15,16,7,13,7,2,-8,8,False,okuma,yazdığı kadar da okur,▁oku ma,▁yaz d ığı ▁kadar ▁da ▁ok ur,28,"[""A"", ""kade"", ""mis"", ""yen"", ""▁de"", ""diğ"", ""in"", ""▁yaz"", ""d"", ""ığı"", ""▁kadar"", ""▁da"", ""▁ok"", ""ur"", "","", ""▁oku"", ""ma"", ""▁akade"", ""mis"", ""yen"", ""in"", ""▁en"", ""▁önemli"", ""▁iş"", ""lerinden"", ""▁biri"", ""dir"", "".""]"
123,"ARGE'nin anlamında ben araştırma var diye biliyorum, yanlış mıyım?",nominalizer,semantic,before,before,True,araştırma,ARGE'nin,anlamında,araştır-ma,araştır-NMLZ,23,32,0,18,7,8,0,5,6,2,-7,7,False,araştırma,ARGE'nin anlamında,▁araştır ma,AR GE ' nin ▁anlam ında,19,"[""AR"", ""GE"", ""'"", ""nin"", ""▁anlam"", ""ında"", ""▁ben"", ""▁araştır"", ""ma"", ""▁var"", ""▁diye"", ""▁bili"", ""yorum"", "","", ""▁yanlış"", ""▁m"", ""ıy"", ""ım"", ""?""]"
124,Ertesi günün gazete manşetleri gözünün önüne gelmeye başlamıştı bile: Karabatak davasında dudakları uçuklatan gelişme,nominalizer,semantic,before,before,True,gelişme,Karabatak,uçuklatan,geliş-me,geliş-NMLZ,110,117,70,109,32,33,21,31,11,2,-11,11,False,gelişme,Karabatak davasında dudakları uçuklatan,▁geliş me,▁Karab atak ▁d avas ında ▁dud ak ları ▁uç uk latan,34,"[""Er"", ""tesi"", ""▁gün"", ""ün"", ""▁gaze"", ""te"", ""▁man"", ""ş"", ""et"", ""leri"", ""▁göz"", ""ünün"", ""▁ön"", ""üne"", ""▁gel"", ""meye"", ""▁baş"", ""lam"", ""ıştı"", ""▁bile"", "":"", ""▁Karab"", ""atak"", ""▁d"", ""avas"", ""ında"", ""▁dud"", ""ak"", ""ları"", ""▁uç"", ""uk"", ""latan"", ""▁geliş"", ""me""]"
125,Hürmüz'de satranç: Abluka mı anlaşma mı?,nominalizer,semantic,before,before,True,anlaşma,Abluka,mı,anlaş-ma,anlaş-NMLZ,29,36,19,28,12,13,9,11,3,2,-3,3,False,anlaşma,Abluka mı,▁anlaş ma,▁Ab luka ▁mı,16,"[""Hü"", ""rm"", ""üz"", ""'"", ""de"", ""▁sat"", ""ran"", ""ç"", "":"", ""▁Ab"", ""luka"", ""▁mı"", ""▁anlaş"", ""ma"", ""▁mı"", ""?""]"
126,"Toplumda gördüğün tüm bu hastalıkların sebebi belli, genç adam: yozlaşma.",nominalizer,semantic,before,before,True,yozlaşma,bu,belli,yozlaş-ma,yozlaş-NMLZ,64,72,22,51,18,21,7,13,7,4,-11,11,False,yozlaşma,bu hastalıkların sebebi belli,▁yo z laş ma,▁bu ▁hastal ık ların ▁sebe bi ▁belli,23,"[""Top"", ""lum"", ""da"", ""▁görd"", ""üğ"", ""ün"", ""▁tüm"", ""▁bu"", ""▁hastal"", ""ık"", ""ların"", ""▁sebe"", ""bi"", ""▁belli"", "","", ""▁genç"", ""▁adam"", "":"", ""▁yo"", ""z"", ""laş"", ""ma"", "".""]"
128,Ev arkadaşımın katılmayı düşündüğü yarış yüksek atlama ama kontenjan durumuna göre maratona da yazılabilir.,nominalizer,semantic,before,before,True,atlama,Ev,yarış,atla-ma,atla-NMLZ,48,54,0,40,12,13,0,10,11,2,-12,12,False,atlama,Ev arkadaşımın katılmayı düşündüğü yarış,▁at lama,Ev ▁arkadaş ım ın ▁kat ıl mayı ▁düş ünd üğü ▁yarış,26,"[""Ev"", ""▁arkadaş"", ""ım"", ""ın"", ""▁kat"", ""ıl"", ""mayı"", ""▁düş"", ""ünd"", ""üğü"", ""▁yarış"", ""▁yüksek"", ""▁at"", ""lama"", ""▁ama"", ""▁konten"", ""jan"", ""▁durum"", ""una"", ""▁göre"", ""▁marat"", ""ona"", ""▁da"", ""▁yazı"", ""labilir"", "".""]"
129,"Sınav sırasında dikkat etmen gereken en önemli yasak telefon kullanma, bak atılırsın oturumun ortasında, ona göre!",nominalizer,semantic,before,before,True,kullanma,en,yasak,kullan-ma,kullan-NMLZ,61,69,37,52,13,14,8,11,4,2,-5,5,False,kullanma,en önemli yasak,▁kullan ma,▁en ▁önemli ▁yas ak,30,"[""S"", ""ı"", ""nav"", ""▁sırasında"", ""▁dikkat"", ""▁et"", ""men"", ""▁gereken"", ""▁en"", ""▁önemli"", ""▁yas"", ""ak"", ""▁telefon"", ""▁kullan"", ""ma"", "","", ""▁bak"", ""▁at"", ""ılı"", ""rs"", ""ın"", ""▁ot"", ""urum"", ""un"", ""▁ort"", ""asında"", "","", ""▁ona"", ""▁göre"", ""!""]"
130,California'ya o dönemde yapılan göçün ardındaki furya altın arama da olsa nüfustaki hareketliliğin kültürel sebeplerini de göz önünde bulundurmak zorundayız.,nominalizer,semantic,before,before,True,arama,göçün,furya,ara-ma,ara-NMLZ,60,65,32,53,15,16,7,13,7,2,-8,8,False,arama,göçün ardındaki furya,▁ara ma,▁gö ç ün ▁ard ındaki ▁fur ya,44,"[""California"", ""'"", ""ya"", ""▁o"", ""▁dönem"", ""de"", ""▁yapılan"", ""▁gö"", ""ç"", ""ün"", ""▁ard"", ""ındaki"", ""▁fur"", ""ya"", ""▁altın"", ""▁ara"", ""ma"", ""▁da"", ""▁olsa"", ""▁n"", ""üf"", ""ust"", ""aki"", ""▁hareket"", ""li"", ""liğ"", ""in"", ""▁kült"", ""ü"", ""rel"", ""▁sebe"", ""pler"", ""ini"", ""▁de"", ""▁göz"", ""▁ön"", ""ünde"", ""▁bul"", ""undur"", ""mak"", ""▁zor"", ""unday"", ""ız"", "".""]"
