row_id,sentence,label,type,location,computed_location,location_matches,ambiguous_lemma,cue_start_lemma,cue_end_lemma,lemma_split,morphological_parsing,amb_char_start,amb_char_end,cue_char_start,cue_char_end,amb_tok_start,amb_tok_end,cue_tok_start,cue_tok_end,cue_length_tokens,ambiguity_length_tokens,cue_relative_position,token_distance,overlap,matched_ambiguous,matched_cue,amb_token_text,cue_token_text,n_tokens,tokens_json
51,"Nerede güzel görsen ona çevrilme , bizim ilde cana kıyan beyler var",negation,syntactic,before,before,True,çevrilme,ona,ona,çevril-me / çevir-il-me,çevril-NEG.IMP.2SG / çev-PASS-NEG.IMP.2SG,24,32,20,23,9,11,7,8,2,3,-2,2,False,çevrilme,ona,ĠÃ§ev ril me,Ġon a,24,"[""N"", ""ered"", ""e"", ""ĠgÃ¼zel"", ""ĠgÃ¶"", ""rs"", ""en"", ""Ġon"", ""a"", ""ĠÃ§ev"", ""ril"", ""me"", ""Ġ,"", ""Ġbiz"", ""im"", ""Ġil"", ""de"", ""Ġcan"", ""a"", ""ĠkÄ±"", ""yan"", ""Ġbey"", ""ler"", ""Ġvar""]"
53,"Nerede güzel görsen ona çevirme niyetin oluyor , bizim ilde cana kıyan beyler var",negation,syntactic,after,after,True,çevirme,niyetin,oluyor,çevir-me,çevir-NMLZ,24,31,32,46,9,10,11,16,6,2,2,2,False,çevirme,niyetin oluyor,ĠÃ§evir me,Ġni yet in Ġol uy or,29,"[""N"", ""ered"", ""e"", ""ĠgÃ¼zel"", ""ĠgÃ¶"", ""rs"", ""en"", ""Ġon"", ""a"", ""ĠÃ§evir"", ""me"", ""Ġni"", ""yet"", ""in"", ""Ġol"", ""uy"", ""or"", ""Ġ,"", ""Ġbiz"", ""im"", ""Ġil"", ""de"", ""Ġcan"", ""a"", ""ĠkÄ±"", ""yan"", ""Ġbey"", ""ler"", ""Ġvar""]"
54,"Geceleyin belanı arama , haydi nerden geldinse bas git oraya .",negation,syntactic,before,before,True,arama,belanı,belanı,ara-ma,ara-NEG.IMP.2SG,17,22,10,16,7,8,4,6,3,2,-3,3,False,arama,belanı,Ġar ama,Ġbel an Ä±,22,"[""Ge"", ""ce"", ""ley"", ""in"", ""Ġbel"", ""an"", ""Ä±"", ""Ġar"", ""ama"", ""Ġ,"", ""Ġhay"", ""di"", ""Ġner"", ""den"", ""Ġgeld"", ""in"", ""se"", ""Ġbas"", ""Ġgit"", ""Ġor"", ""aya"", ""Ġ.""]"
55,O korkuyu çoktan tüketmiştim ama babama inme inebilirdi .,nominalizer,syntactic,after,after,True,inme,inebilirdi,inebilirdi,in-me,in-NMLZ,40,44,45,55,13,14,15,19,5,2,2,2,False,inme,inebilirdi,Ġin me,Ġin eb il ird i,21,"[""O"", ""Ġk"", ""ork"", ""uy"", ""u"", ""ĠÃ§ok"", ""tan"", ""ĠtÃ¼ket"", ""miÅŁ"", ""tim"", ""Ġama"", ""Ġbab"", ""ama"", ""Ġin"", ""me"", ""Ġin"", ""eb"", ""il"", ""ird"", ""i"", ""Ġ.""]"
56,Her dilbere meyil verme / Ya sevilir ya sevilmez,negation,syntactic,before,before,True,verme,Her,meyil,ver-me,ver-NEG.IMP.2SG,18,23,0,17,6,7,0,5,6,2,-6,6,False,verme,Her dilbere meyil,Ġver me,Her Ġdil bere Ġme y il,17,"[""Her"", ""Ġdil"", ""bere"", ""Ġme"", ""y"", ""il"", ""Ġver"", ""me"", ""Ġ/"", ""ĠYa"", ""Ġse"", ""vil"", ""ir"", ""Ġya"", ""Ġse"", ""vil"", ""mez""]"
58,Her dilbere meyil verme lüzumu yok / Ya sevilir ya sevilmez,nominalizer,syntactic,after,after,True,verme,lüzumu,yok,ver-me,ver-NMLZ,18,23,24,34,6,7,8,11,4,2,2,2,False,verme,lüzumu yok,Ġver me,Ġl Ã¼z umu Ġyok,21,"[""Her"", ""Ġdil"", ""bere"", ""Ġme"", ""y"", ""il"", ""Ġver"", ""me"", ""Ġl"", ""Ã¼z"", ""umu"", ""Ġyok"", ""Ġ/"", ""ĠYa"", ""Ġse"", ""vil"", ""ir"", ""Ġya"", ""Ġse"", ""vil"", ""mez""]"
59,"Bu kolay işi güçleştirme yavrum ; arkadaş ol benimle , sırdaş ol .",negation,syntactic,before,before,True,güçleştirme,Bu,işi,güçleştir-me / güçleş-tir-me,güçleştir-NEG.IMP.2SG / güçleş-CAUS-NEG.IMP.2SG,13,24,0,12,5,6,0,4,5,2,-5,5,False,güçleştirme,Bu kolay işi,ĠgÃ¼Ã§ leÅŁtirme,Bu Ġkol ay ĠiÅŁ i,23,"[""Bu"", ""Ġkol"", ""ay"", ""ĠiÅŁ"", ""i"", ""ĠgÃ¼Ã§"", ""leÅŁtirme"", ""Ġy"", ""av"", ""rum"", ""Ġ;"", ""ĠarkadaÅŁ"", ""Ġol"", ""Ġben"", ""im"", ""le"", ""Ġ,"", ""Ġs"", ""Ä±r"", ""da"", ""ÅŁ"", ""Ġol"", ""Ġ.""]"
60,Beni bu kadar yürekten çağırma  / Bir gece ansızın gelebilirim,negation,syntactic,before,before,True,çağırma,Beni,yürekten,çağır-ma,çağır-NEG.IMP.2SG,23,30,0,22,7,9,0,6,7,3,-7,7,False,çağırma,Beni bu kadar yürekten,ĠÃ§aÄŁ Ä±r ma,Ben i Ġbu Ġkadar ĠyÃ¼ rek ten,21,"[""Ben"", ""i"", ""Ġbu"", ""Ġkadar"", ""ĠyÃ¼"", ""rek"", ""ten"", ""ĠÃ§aÄŁ"", ""Ä±r"", ""ma"", ""Ġ"", ""Ġ/"", ""ĠBir"", ""Ġge"", ""ce"", ""Ġans"", ""Ä±z"", ""Ä±n"", ""Ġgele"", ""bil"", ""irim""]"
62,Beni bu kadar yürekten çağırma gereği görmemişsin.,nominalizer,syntactic,after,after,True,çağırma,gereği,gereği,çağır-ma,çağır-NMLZ,23,30,31,37,7,9,10,11,2,3,3,3,False,çağırma,gereği,ĠÃ§aÄŁ Ä±r ma,Ġgere ÄŁi,17,"[""Ben"", ""i"", ""Ġbu"", ""Ġkadar"", ""ĠyÃ¼"", ""rek"", ""ten"", ""ĠÃ§aÄŁ"", ""Ä±r"", ""ma"", ""Ġgere"", ""ÄŁi"", ""ĠgÃ¶rm"", ""emi"", ""ÅŁ"", ""sin"", "".""]"
63,"Ali'ye dedim zaten sen baban gibi olma diye, duyduysa ne ala.",negation,syntactic,before,before,True,olma,sen,gibi,ol-ma,ol-NEG.IMP.2SG,34,38,19,33,11,12,7,10,4,2,-4,4,False,olma,sen baban gibi,Ġol ma,Ġsen Ġbab an Ġgibi,24,"[""Ali"", ""'"", ""ye"", ""Ġded"", ""im"", ""Ġz"", ""aten"", ""Ġsen"", ""Ġbab"", ""an"", ""Ġgibi"", ""Ġol"", ""ma"", ""Ġdi"", ""ye"", "","", ""Ġduy"", ""du"", ""ys"", ""a"", ""Ġne"", ""Ġal"", ""a"", "".""]"
64,Artık sana da 'Karını aldatma!' dememiz gerekiyorsa biz ölelim.,negation,syntactic,before,before,True,aldatma,Karını,Karını,aldat-ma,aldat-NEG.IMP.2SG,22,29,15,21,8,10,6,7,2,3,-2,2,False,aldatma,Karını,Ġal dat ma,Kar Ä±nÄ±,25,"[""Art"", ""Ä±k"", ""Ġs"", ""ana"", ""Ġda"", ""Ġ'"", ""Kar"", ""Ä±nÄ±"", ""Ġal"", ""dat"", ""ma"", ""!'"", ""Ġdem"", ""em"", ""iz"", ""Ġgere"", ""ki"", ""y"", ""ors"", ""a"", ""Ġbiz"", ""ĠÃ¶"", ""le"", ""lim"", "".""]"
66,"Bakan'ın yaptığı açıklamada en öne çıkan nokta, eğitimcilere verilen emirdi: Kopyaya müsamaha gösterme.",negation,syntactic,before,before,True,gösterme,eğitimcilere,müsamaha,göster-me,göster-NEG.IMP.2SG,94,102,48,93,30,31,15,29,15,2,-15,15,False,gösterme,eğitimcilere verilen emirdi: Kopyaya müsamaha,ĠgÃ¶ster me,ĠeÄŁitim cil ere Ġver ilen Ġem ird i : ĠK opy aya ĠmÃ¼ sam aha,33,"[""B"", ""akan"", ""'"", ""Ä±n"", ""ĠyaptÄ±ÄŁÄ±"", ""ĠaÃ§Ä±kl"", ""am"", ""ada"", ""Ġen"", ""ĠÃ¶"", ""ne"", ""ĠÃ§Ä±kan"", ""Ġnok"", ""ta"", "","", ""ĠeÄŁitim"", ""cil"", ""ere"", ""Ġver"", ""ilen"", ""Ġem"", ""ird"", ""i"", "":"", ""ĠK"", ""opy"", ""aya"", ""ĠmÃ¼"", ""sam"", ""aha"", ""ĠgÃ¶ster"", ""me"", "".""]"
67,AB'den Google'a çok sert çıkış: Arama verilerini sunucularında saklama.,negation,syntactic,before,before,True,saklama,çok,sunucularında,sakla-ma,sakla-NEG.IMP.2SG,63,70,16,62,19,20,5,18,14,2,-14,14,False,saklama,çok sert çıkış: Arama verilerini sunucularında,Ġsak lama,ĠÃ§ok Ġs ert ĠÃ§Ä±kÄ±ÅŁ : ĠAr ama Ġver iler ini Ġsun uc ular Ä±nda,22,"[""AB"", ""'d"", ""en"", ""ĠGoogle"", ""'a"", ""ĠÃ§ok"", ""Ġs"", ""ert"", ""ĠÃ§Ä±kÄ±ÅŁ"", "":"", ""ĠAr"", ""ama"", ""Ġver"", ""iler"", ""ini"", ""Ġsun"", ""uc"", ""ular"", ""Ä±nda"", ""Ġsak"", ""lama"", "".""]"
68,"Yaptığın yanlışı benim karşıma geçip de savunma artık, kendini küçük düşürüyorsun.",negation,syntactic,before,before,True,savunma,Yaptığın,de,savun-ma,savun-NEG.IMP.2SG,40,47,0,39,13,15,0,12,13,3,-13,13,False,savunma,Yaptığın yanlışı benim karşıma geçip de,Ġsav un ma,Y apt Ä±ÄŁ Ä±n ĠyanlÄ± ÅŁÄ± Ġben im ĠkarÅŁÄ± ma ĠgeÃ§ ip Ġde,27,"[""Y"", ""apt"", ""Ä±ÄŁ"", ""Ä±n"", ""ĠyanlÄ±"", ""ÅŁÄ±"", ""Ġben"", ""im"", ""ĠkarÅŁÄ±"", ""ma"", ""ĠgeÃ§"", ""ip"", ""Ġde"", ""Ġsav"", ""un"", ""ma"", ""ĠartÄ±k"", "","", ""Ġkend"", ""ini"", ""ĠkÃ¼Ã§Ã¼k"", ""ĠdÃ¼ÅŁ"", ""Ã¼rÃ¼"", ""y"", ""ors"", ""un"", "".""]"
69,Migrenini tetiklemek istemiyorsan tavandaki beyaz ışığı yakma.,negation,syntactic,before,before,True,yakma,tavandaki,ışığı,yak-ma,yak-NEG.IMP.2SG,56,61,34,55,21,22,13,20,8,2,-8,8,False,yakma,tavandaki beyaz ışığı,Ġyak ma,Ġtav and aki Ġbey az Ġ Ä±ÅŁ Ä±ÄŁÄ±,24,"[""M"", ""ig"", ""ren"", ""ini"", ""Ġtet"", ""ik"", ""lem"", ""ek"", ""Ġist"", ""em"", ""iy"", ""ors"", ""an"", ""Ġtav"", ""and"", ""aki"", ""Ġbey"", ""az"", ""Ġ"", ""Ä±ÅŁ"", ""Ä±ÄŁÄ±"", ""Ġyak"", ""ma"", "".""]"
70,Ali'nin niyeti zaten okula gitme olsaydı hali tavrı baştan bambaşka olurdu.,nominalizer,syntactic,before,before,True,gitme,Ali'nin,zaten,git-me,git-NMLZ,27,32,0,20,10,11,0,7,8,2,-10,10,False,gitme,Ali'nin niyeti zaten,Ġgit me,Ali 'n in Ġni yet i Ġz aten,31,"[""Ali"", ""'n"", ""in"", ""Ġni"", ""yet"", ""i"", ""Ġz"", ""aten"", ""Ġok"", ""ula"", ""Ġgit"", ""me"", ""Ġo"", ""ls"", ""ay"", ""dÄ±"", ""Ġh"", ""ali"", ""Ġt"", ""avr"", ""Ä±"", ""ĠbaÅŁ"", ""tan"", ""Ġb"", ""amba"", ""ÅŁ"", ""ka"", ""Ġol"", ""ur"", ""du"", "".""]"
71,Akif'in niyetinin karısını aldatma olduğunu hiçbirimiz bilmiyorduk.,nominalizer,syntactic,before,before,True,aldatma,Akif'in,karısını,aldat-ma,aldat-NMLZ,27,34,0,26,9,11,0,8,9,3,-9,9,False,aldatma,Akif'in niyetinin karısını,Ġal dat ma,Ak if 'in Ġni yet inin Ġkar Ä±s Ä±nÄ±,22,"[""Ak"", ""if"", ""'in"", ""Ġni"", ""yet"", ""inin"", ""Ġkar"", ""Ä±s"", ""Ä±nÄ±"", ""Ġal"", ""dat"", ""ma"", ""ĠolduÄŁunu"", ""ĠhiÃ§bir"", ""im"", ""iz"", ""Ġbil"", ""mi"", ""y"", ""ord"", ""uk"", "".""]"
72,Bizim şirketin çalışanlarının hiç de öyle ofiste bulunma gibi arzuları yok.,nominalizer,syntactic,before,before,True,bulunma,Bizim,ofiste,bulun-ma,bulun-NMLZ,49,56,0,48,12,13,0,11,12,2,-12,12,False,bulunma,Bizim şirketin çalışanlarının hiç de öyle ofiste,Ġbulun ma,Biz im ĠÅŁirket in ĠÃ§alÄ±ÅŁan larÄ±nÄ±n ĠhiÃ§ Ġde ĠÃ¶ yle Ġof iste,21,"[""Biz"", ""im"", ""ĠÅŁirket"", ""in"", ""ĠÃ§alÄ±ÅŁan"", ""larÄ±nÄ±n"", ""ĠhiÃ§"", ""Ġde"", ""ĠÃ¶"", ""yle"", ""Ġof"", ""iste"", ""Ġbulun"", ""ma"", ""Ġgibi"", ""Ġar"", ""z"", ""ular"", ""Ä±"", ""Ġyok"", "".""]"
74,Çoğu zaman ergenin içgüdüsü başına gelen stresli olayları ebeveyninden saklama yönünde.,nominalizer,syntactic,before,before,True,saklama,ergenin,ebeveyninden,sakla-ma,sakla-NMLZ,71,78,11,70,26,27,4,25,22,2,-22,22,False,saklama,ergenin içgüdüsü başına gelen stresli olayları ebeveyninden,Ġsak lama,Ġerg en in ĠiÃ§ gÃ¼ dÃ¼ s Ã¼ ĠbaÅŁÄ±na Ġg elen Ġst res li Ġo lay larÄ± Ġe be ve yn inden,31,"[""Ãĩ"", ""o"", ""ÄŁu"", ""Ġzaman"", ""Ġerg"", ""en"", ""in"", ""ĠiÃ§"", ""gÃ¼"", ""dÃ¼"", ""s"", ""Ã¼"", ""ĠbaÅŁÄ±na"", ""Ġg"", ""elen"", ""Ġst"", ""res"", ""li"", ""Ġo"", ""lay"", ""larÄ±"", ""Ġe"", ""be"", ""ve"", ""yn"", ""inden"", ""Ġsak"", ""lama"", ""ĠyÃ¶n"", ""Ã¼nde"", "".""]"
75,Mahkemenin bir tarafı savunma avukatı için ayrılmıştır.,nominalizer,syntactic,before,before,True,savunma,Mahkemenin,tarafı,savun-ma,savun-NMLZ,22,29,0,21,7,9,0,6,7,3,-7,7,False,savunma,Mahkemenin bir tarafı,Ġsav un ma,Mah k emen in Ġbir Ġtaraf Ä±,20,"[""Mah"", ""k"", ""emen"", ""in"", ""Ġbir"", ""Ġtaraf"", ""Ä±"", ""Ġsav"", ""un"", ""ma"", ""Ġav"", ""uk"", ""at"", ""Ä±"", ""ĠiÃ§in"", ""ĠayrÄ±"", ""lm"", ""Ä±ÅŁ"", ""tÄ±r"", "".""]"
76,Ayşe'nin endişeli gözleri savunma avukatını aradı.,nominalizer,syntactic,before,before,True,savunma,Ayşe'nin,gözleri,savun-ma,savun-NMLZ,26,33,0,25,9,11,0,8,9,3,-9,9,False,savunma,Ayşe'nin endişeli gözleri,Ġsav un ma,Ay ÅŁe 'n in Ġend iÅŁ eli ĠgÃ¶z leri,20,"[""Ay"", ""ÅŁe"", ""'n"", ""in"", ""Ġend"", ""iÅŁ"", ""eli"", ""ĠgÃ¶z"", ""leri"", ""Ġsav"", ""un"", ""ma"", ""Ġav"", ""uk"", ""at"", ""Ä±nÄ±"", ""Ġar"", ""ad"", ""Ä±"", "".""]"
77,Hevesli annenin çocuklar için yaptığı oyun alanının temel işlevi çocukları güvende tutma idi.,nominalizer,syntactic,before,before,True,tutma,oyun,güvende,tut-ma,tut-NMLZ,83,88,38,82,23,24,9,22,14,2,-14,14,False,tutma,oyun alanının temel işlevi çocukları güvende,Ġtut ma,Ġo yun Ġalan Ä±nÄ±n Ġtem el ĠiÅŁ lev i ĠÃ§ocuk larÄ± ĠgÃ¼ v ende,27,"[""He"", ""ves"", ""li"", ""Ġann"", ""en"", ""in"", ""ĠÃ§ocuklar"", ""ĠiÃ§in"", ""ĠyaptÄ±ÄŁÄ±"", ""Ġo"", ""yun"", ""Ġalan"", ""Ä±nÄ±n"", ""Ġtem"", ""el"", ""ĠiÅŁ"", ""lev"", ""i"", ""ĠÃ§ocuk"", ""larÄ±"", ""ĠgÃ¼"", ""v"", ""ende"", ""Ġtut"", ""ma"", ""Ġidi"", "".""]"
78,"Bilseydim senin isteğinin bu kitabı bu kadar hızlı yazma yönünde olduğunu, her şey farklı olurdu.",nominalizer,syntactic,before,before,True,yazma,senin,hızlı,yaz-ma,yaz-NMLZ,51,56,10,50,14,15,4,13,10,2,-10,10,False,yazma,senin isteğinin bu kitabı bu kadar hızlı,Ġyaz ma,Ġsen in Ġist eÄŁ inin Ġbu ĠkitabÄ± Ġbu Ġkadar ĠhÄ±zlÄ±,27,"[""B"", ""il"", ""sey"", ""dim"", ""Ġsen"", ""in"", ""Ġist"", ""eÄŁ"", ""inin"", ""Ġbu"", ""ĠkitabÄ±"", ""Ġbu"", ""Ġkadar"", ""ĠhÄ±zlÄ±"", ""Ġyaz"", ""ma"", ""ĠyÃ¶n"", ""Ã¼nde"", ""ĠolduÄŁunu"", "","", ""Ġher"", ""ĠÅŁey"", ""ĠfarklÄ±"", ""Ġol"", ""ur"", ""du"", "".""]"
79,"Senin gözlerin deli deli bakıyor, belli ki yapacağın şeyin amacı kalp kırma olacak.",nominalizer,syntactic,before,before,True,kırma,yapacağın,kalp,kır-ma,kır-NMLZ,70,75,43,69,24,26,15,23,9,3,-9,9,False,kırma,yapacağın şeyin amacı kalp,Ġk Ä±r ma,Ġyap aca ÄŁ Ä±n ĠÅŁey in ĠamacÄ± Ġkal p,30,"[""Sen"", ""in"", ""ĠgÃ¶z"", ""ler"", ""in"", ""Ġdel"", ""i"", ""Ġdel"", ""i"", ""Ġbak"", ""Ä±yor"", "","", ""Ġb"", ""elli"", ""Ġki"", ""Ġyap"", ""aca"", ""ÄŁ"", ""Ä±n"", ""ĠÅŁey"", ""in"", ""ĠamacÄ±"", ""Ġkal"", ""p"", ""Ġk"", ""Ä±r"", ""ma"", ""Ġol"", ""acak"", "".""]"
80,"İstemeyesin benden gözleme falan, işim başımdan aşkın.",nominalizer,syntactic,before,before,True,gözleme,İstemeyesin,benden,gözle-me,gözle-NMLZ,19,26,0,18,6,8,0,5,6,3,-6,6,False,gözleme,İstemeyesin benden,ĠgÃ¶z le me,Ä° stem eyes in Ġb enden,21,"[""Ä°"", ""stem"", ""eyes"", ""in"", ""Ġb"", ""enden"", ""ĠgÃ¶z"", ""le"", ""me"", ""Ġfal"", ""an"", "","", ""ĠiÅŁ"", ""im"", ""ĠbaÅŁ"", ""Ä±"", ""md"", ""an"", ""ĠaÅŁk"", ""Ä±n"", "".""]"
81,Etütte öğrencilerin en sıkıldığı aktivite soru çözme oldu.,nominalizer,syntactic,before,before,True,çözme,öğrencilerin,soru,çöz-me,çöz-NMLZ,47,52,7,46,12,13,3,11,9,2,-9,9,False,çözme,öğrencilerin en sıkıldığı aktivite soru,ĠÃ§Ã¶z me,ĠÃ¶ÄŁrenciler in Ġen ĠsÄ±k Ä±ldÄ±ÄŁÄ± Ġaktiv ite Ġsor u,16,"[""Et"", ""Ã¼t"", ""te"", ""ĠÃ¶ÄŁrenciler"", ""in"", ""Ġen"", ""ĠsÄ±k"", ""Ä±ldÄ±ÄŁÄ±"", ""Ġaktiv"", ""ite"", ""Ġsor"", ""u"", ""ĠÃ§Ã¶z"", ""me"", ""Ġoldu"", "".""]"
82,Mezranın merkeze en uzak yerinde yaşayan öğrencilerin bile motivasyonu zengin olma etrafında şekilleniyor.,nominalizer,syntactic,before,before,True,olma,öğrencilerin,zengin,ol-ma,ol-NMLZ,78,82,41,77,23,24,13,22,10,2,-10,10,False,olma,öğrencilerin bile motivasyonu zengin,Ġol ma,ĠÃ¶ÄŁrenciler in Ġbile Ġmotiv asy on u Ġz eng in,33,"[""Me"", ""z"", ""ran"", ""Ä±n"", ""Ġmer"", ""ke"", ""ze"", ""Ġen"", ""Ġuz"", ""ak"", ""Ġyer"", ""inde"", ""ĠyaÅŁayan"", ""ĠÃ¶ÄŁrenciler"", ""in"", ""Ġbile"", ""Ġmotiv"", ""asy"", ""on"", ""u"", ""Ġz"", ""eng"", ""in"", ""Ġol"", ""ma"", ""Ġet"", ""raf"", ""Ä±nda"", ""ĠÅŁek"", ""ill"", ""en"", ""iyor"", "".""]"
83,Leonardo'nun çocukluğundan beri en göze çarpan yeteneği heykel yapma idi.,nominalizer,syntactic,before,before,True,yapma,en,heykel,yap-ma,yap-NMLZ,63,68,32,62,22,23,11,21,11,2,-11,11,False,yapma,en göze çarpan yeteneği heykel,Ġyap ma,Ġen ĠgÃ¶ ze ĠÃ§ ar pan Ġyet ene ÄŁi Ġhey kel,26,"[""Leon"", ""ardo"", ""'n"", ""un"", ""ĠÃ§ocuk"", ""lu"", ""ÄŁ"", ""und"", ""an"", ""Ġber"", ""i"", ""Ġen"", ""ĠgÃ¶"", ""ze"", ""ĠÃ§"", ""ar"", ""pan"", ""Ġyet"", ""ene"", ""ÄŁi"", ""Ġhey"", ""kel"", ""Ġyap"", ""ma"", ""Ġidi"", "".""]"
85,Kalp kırma diye sitem etti arkadaşına Leyla.,negation,semantic,after,after,True,kırma,diye,etti,kır-ma,kır-NEG.IMP.2SG,5,10,11,26,2,4,5,10,6,3,3,3,False,kırma,diye sitem etti,Ġk Ä±r ma,Ġdi ye Ġs item Ġet ti,16,"[""Kal"", ""p"", ""Ġk"", ""Ä±r"", ""ma"", ""Ġdi"", ""ye"", ""Ġs"", ""item"", ""Ġet"", ""ti"", ""ĠarkadaÅŁ"", ""Ä±na"", ""ĠLey"", ""la"", "".""]"
92,Rüyama giren ak sakallı dede bana bir sürü şey söyledi ama zengin olma diye uyarması en çok aklımda kalan şey oldu.,negation,semantic,after,after,True,olma,diye,uyarması,ol-ma,ol-NEG.IMP.2SG,66,70,71,84,22,23,24,28,5,2,2,2,False,olma,diye uyarması,Ġol ma,Ġdi ye Ġuy arm asÄ±,41,"[""R"", ""Ã¼"", ""y"", ""ama"", ""Ġg"", ""iren"", ""Ġak"", ""Ġsak"", ""all"", ""Ä±"", ""Ġded"", ""e"", ""Ġb"", ""ana"", ""Ġbir"", ""ĠsÃ¼rÃ¼"", ""ĠÅŁey"", ""ĠsÃ¶yledi"", ""Ġama"", ""Ġz"", ""eng"", ""in"", ""Ġol"", ""ma"", ""Ġdi"", ""ye"", ""Ġuy"", ""arm"", ""asÄ±"", ""Ġen"", ""ĠÃ§ok"", ""Ġa"", ""kl"", ""Ä±"", ""md"", ""a"", ""Ġk"", ""alan"", ""ĠÅŁey"", ""Ġoldu"", "".""]"
99,Araştırma ARGE'nin anlamında geçiyor diye biliyorum.,nominalizer,semantic,after,after,True,araştırma,ARGE'nin,geçiyor,araştır-ma,araştır-NMLZ,0,9,10,36,0,2,3,10,8,3,3,3,False,Araştırma,ARGE'nin anlamında geçiyor,A ra ÅŁtÄ±rma,ĠAR GE 'n in Ġanlam Ä±nda ĠgeÃ§ iyor,18,"[""A"", ""ra"", ""ÅŁtÄ±rma"", ""ĠAR"", ""GE"", ""'n"", ""in"", ""Ġanlam"", ""Ä±nda"", ""ĠgeÃ§"", ""iyor"", ""Ġdi"", ""ye"", ""Ġb"", ""ili"", ""y"", ""orum"", "".""]"
104,"Bilmiyorum ki, karar verme onun için bir öncelik mi acaba?",nominalizer,semantic,after,after,True,verme,onun,öncelik,ver-me,ver-NMLZ,21,26,27,48,9,10,11,18,8,2,2,2,False,verme,onun için bir öncelik,Ġver me,Ġon un ĠiÃ§in Ġbir ĠÃ¶ nc el ik,23,"[""B"", ""il"", ""mi"", ""y"", ""orum"", ""Ġki"", "","", ""Ġkar"", ""ar"", ""Ġver"", ""me"", ""Ġon"", ""un"", ""ĠiÃ§in"", ""Ġbir"", ""ĠÃ¶"", ""nc"", ""el"", ""ik"", ""Ġmi"", ""Ġac"", ""aba"", ""?""]"
111,"Her şeyi düzenleme, simetri hastalığı, aşırı temizlik; bunlar da birer takıntı aslında.",nominalizer,semantic,after,after,True,düzenleme,bunlar,takıntı,düzenle-me,düzenle-NMLZ,9,18,55,78,3,3,18,24,7,1,15,15,False,düzenleme,bunlar da birer takıntı,ĠdÃ¼zenleme,Ġbun lar Ġda Ġbir er Ġtak Ä±ntÄ±,27,"[""Her"", ""ĠÅŁey"", ""i"", ""ĠdÃ¼zenleme"", "","", ""Ġsim"", ""etri"", ""Ġhast"", ""al"", ""Ä±ÄŁÄ±"", "","", ""ĠaÅŁ"", ""Ä±r"", ""Ä±"", ""Ġtem"", ""iz"", ""lik"", "";"", ""Ġbun"", ""lar"", ""Ġda"", ""Ġbir"", ""er"", ""Ġtak"", ""Ä±ntÄ±"", ""ĠaslÄ±nda"", "".""]"
113,"Eğer esnafın öfkesini üzerine çekmek istemiyorsan sana nasihatim belli canım evladım, fiyat kırma.",negation,semantic,before,before,True,kırma,sana,fiyat,kır-ma,kır-NEG.IMP.2SG,92,97,50,91,32,34,18,31,14,3,-14,14,False,kırma,"sana nasihatim belli canım evladım, fiyat",Ġk Ä±r ma,"Ġs ana Ġnas ihat im Ġb elli Ġcan Ä±m Ġev lad Ä±m , Ġfiyat",36,"[""E"", ""ÄŁer"", ""Ġes"", ""n"", ""af"", ""Ä±n"", ""ĠÃ¶"", ""f"", ""kes"", ""ini"", ""ĠÃ¼zerine"", ""ĠÃ§ek"", ""mek"", ""Ġist"", ""em"", ""iy"", ""ors"", ""an"", ""Ġs"", ""ana"", ""Ġnas"", ""ihat"", ""im"", ""Ġb"", ""elli"", ""Ġcan"", ""Ä±m"", ""Ġev"", ""lad"", ""Ä±m"", "","", ""Ġfiyat"", ""Ġk"", ""Ä±r"", ""ma"", "".""]"
114,"Bana bak müdür müsveddesi, Lenin hakkında ileri geri konuşma!",negation,semantic,before,before,True,konuşma,Lenin,geri,konuş-ma,konuş-NEG.IMP.2SG,53,60,27,52,17,17,11,16,6,1,-6,6,False,konuşma,Lenin hakkında ileri geri,ĠkonuÅŁma,ĠLenin ĠhakkÄ±nda Ġil eri Ġger i,19,"[""B"", ""ana"", ""Ġbak"", ""ĠmÃ¼"", ""dÃ¼r"", ""ĠmÃ¼"", ""s"", ""ved"", ""des"", ""i"", "","", ""ĠLenin"", ""ĠhakkÄ±nda"", ""Ġil"", ""eri"", ""Ġger"", ""i"", ""ĠkonuÅŁma"", ""!""]"
